package_id,package_name,company_name,package_cc,package_type,package_price,detail,,,,,,,,id
ALI088,85266,อลิอันซ์ ซี.พี. ประกันภัย,กระบะ,3 Plus Silver,0,320_AZCP 3 Plus_Silver_No Deduct ทุน100000 (3PN320ST10) ไม่มีน้ำท่วม ไม่มีDeduct,,,,,,,,
ALI089,85269,อลิอันซ์ ซี.พี. ประกันภัย,กระบะ,3 Plus Silver,0,320_AZCP 3 Plus_Silver_No Deduct ทุน200000 (3PN320ST20) ไม่มีน้ำท่วม ไม่มีDeduct,,,,,,,,
ALI090,85272,อลิอันซ์ ซี.พี. ประกันภัย,กระบะ,3 Plus Silver,0,320_AZCP 3 Plus_Silver_No Deduct ทุน300000 (3PN320ST30) ไม่มีน้ำท่วม ไม่มีDeduct,,,,,,,,
ALI091,85257,อลิอันซ์ ซี.พี. ประกันภัย,กระบะ,2 Plus GOLd,0,320_AZCP 2 Plus_Gold_Deduct ทุน100000 (2PD320GT10) ไม่มีน้ำท่วม Deduct,,,,,,,,
ALI092,85260,อลิอันซ์ ซี.พี. ประกันภัย,กระบะ,2 Plus GOLd,0,320_AZCP 2 Plus_Gold_Deduct ทุน200000 (2PD320GT20) ไม่มีน้ำท่วม Deduct,,,,,,,,
ALI093,85263,อลิอันซ์ ซี.พี. ประกันภัย,กระบะ,2 Plus GOLd,0,320_AZCP 2 Plus_Gold_Deduct ทุน300000 (2PD320GT30) ไม่มีน้ำท่วม Deduct,,,,,,,,
ALI094,85239,อลิอันซ์ ซี.พี. ประกันภัย,กระบะ,2 Plus Silver,0,320_AZCP 2 Plus_Silver_Deduct ทุน100000 (2PD320ST10) ไม่มีน้ำท่วม Deduct,,,,,,,,
ALI095,85242,อลิอันซ์ ซี.พี. ประกันภัย,กระบะ,2 Plus Silver,0,320_AZCP 2 Plus_Silver_Deduct ทุน200000 (2PD320ST20) ไม่มีน้ำท่วม Deduct,,,,,,,,
ALI096,85245,อลิอันซ์ ซี.พี. ประกันภัย,กระบะ,2 Plus Silver,0,320_AZCP 2 Plus_Silver_Deduct ทุน300000 (2PD320ST30) ไม่มีน้ำท่วม Deduct,,,,,,,,
ALI097,85293,อลิอันซ์ ซี.พี. ประกันภัย,กระบะ,3 Plus GOLd,0,320_AZCP 3 Plus_Gold_Deduct ทุน100000 (3PD320GT10) ไม่มีน้ำท่วม Deduct,,,,,,,,
ALI098,85296,อลิอันซ์ ซี.พี. ประกันภัย,กระบะ,3 Plus GOLd,0,320_AZCP 3 Plus_Gold_Deduct ทุน200000 (3PD320GT20) ไม่มีน้ำท่วม Deduct,,,,,,,,
ALI099,85299,อลิอันซ์ ซี.พี. ประกันภัย,กระบะ,3 Plus GOLd,0,320_AZCP 3 Plus_Gold_Deduct ทุน300000 (3PD320GT30) ไม่มีน้ำท่วม Deduct,,,,,,,,
ALI100,85275,อลิอันซ์ ซี.พี. ประกันภัย,กระบะ,3 Plus Silver,0,320_AZCP 3 Plus_Silver_Deduct ทุน100000 (3PD320ST10) ไม่มีน้ำท่วม Deduct,,,,,,,,
ALI101,85278,อลิอันซ์ ซี.พี. ประกันภัย,กระบะ,3 Plus Silver,0,320_AZCP 3 Plus_Silver_Deduct ทุน200000 (3PD320ST20) ไม่มีน้ำท่วม Deduct,,,,,,,,
ALI102,85281,อลิอันซ์ ซี.พี. ประกันภัย,กระบะ,3 Plus Silver,0,320_AZCP 3 Plus_Silver_Deduct ทุน300000 (3PD320ST30) ไม่มีน้ำท่วม Deduct,,,,,,,,
ALI103,85311,อลิอันซ์ ซี.พี. ประกันภัย,กระบะ,2 Plus GOLd,0,320_AZCP 2 Plus Flood_Gold_No Deduct ทุน100000 (2PN320GF10) มีน้ำท่วม ไม่มีDeduct,,,,,,,,
ALI104,85314,อลิอันซ์ ซี.พี. ประกันภัย,กระบะ,2 Plus GOLd,0,320_AZCP 2 Plus Flood_Gold_No Deduct ทุน200000 (2PN320GF20) มีน้ำท่วม ไม่มีDeduct,,,,,,,,
ALI105,85317,อลิอันซ์ ซี.พี. ประกันภัย,กระบะ,2 Plus GOLd,0,320_AZCP 2 Plus Flood_Gold_No Deduct ทุน300000 (2PN320GF30) มีน้ำท่วม ไม่มีDeduct,,,,,,,,
ALI106,85302,อลิอันซ์ ซี.พี. ประกันภัย,กระบะ,2 Plus Silver,0,320_AZCP 2 Plus Flood_Silver_No Deduct ทุน100000 (2PN320SF10) มีน้ำท่วม ไม่มีDeduct,,,,,,,,
ALI107,85305,อลิอันซ์ ซี.พี. ประกันภัย,กระบะ,2 Plus Silver,0,320_AZCP 2 Plus Flood_Silver_No Deduct ทุน200000 (2PN320SF20) มีน้ำท่วม ไม่มีDeduct,,,,,,,,
ALI108,85308,อลิอันซ์ ซี.พี. ประกันภัย,กระบะ,2 Plus Silver,0,320_AZCP 2 Plus Flood_Silver_No Deduct ทุน300000 (2PN320SF30) มีน้ำท่วม ไม่มีDeduct,,,,,,,,
ALI109,85329,อลิอันซ์ ซี.พี. ประกันภัย,กระบะ,3 Plus GOLd,0,320_AZCP 3 Plus Flood_Gold_No Deduct ทุน100000 (3PN320GF10) มีน้ำท่วม ไม่มีDeduct,,,,,,,,
ALI110,85332,อลิอันซ์ ซี.พี. ประกันภัย,กระบะ,3 Plus GOLd,0,320_AZCP 3 Plus Flood_Gold_No Deduct ทุน200000 (3PN320GF20) มีน้ำท่วม ไม่มีDeduct,,,,,,,,
ALI111,85335,อลิอันซ์ ซี.พี. ประกันภัย,กระบะ,3 Plus GOLd,0,320_AZCP 3 Plus Flood_Gold_No Deduct ทุน300000 (3PN320GF30) มีน้ำท่วม ไม่มีDeduct,,,,,,,,
ALI112,85320,อลิอันซ์ ซี.พี. ประกันภัย,กระบะ,3 Plus Silver,0,320_AZCP 3 Plus Flood_Silver_No Deduct ทุน100000 (3PN320SF10) มีน้ำท่วม ไม่มีDeduct,,,,,,,,
ALI113,85323,อลิอันซ์ ซี.พี. ประกันภัย,กระบะ,3 Plus Silver,0,320_AZCP 3 Plus Flood_Silver_No Deduct ทุน200000 (3PN320SF20) มีน้ำท่วม ไม่มีDeduct,,,,,,,,
ALI114,85326,อลิอันซ์ ซี.พี. ประกันภัย,กระบะ,3 Plus Silver,0,320_AZCP 3 Plus Flood_Silver_No Deduct ทุน300000 (3PN320SF30) มีน้ำท่วม ไม่มีDeduct,,,,,,,,
none,none,none,none,none,0,none,,,,,,,,
